Name,id,Product,Weight(kg),Arrival,BestBefore,Maximum
pinky,-788253433629545359,Carrot,47.5,2013-07-17,2013-07-23,50.0
mercy,-5690939918981728182,Brinjal Long,42.5,2013-07-17,2013-07-23,45.0
gulnaz,495265023589704168,Okara,32.5,2013-07-17,2013-07-23,35.0
rampayari,2968148604061203207,Apple,55.0,2013-07-17,2013-07-23,60.0
shefali,-2298907791602927432,Banana,55.0,2013-07-17,2013-07-23,60.0
shanta,2960310750304784655,Lime,350.0,2013-07-17,2013-07-23,400.0
divy,830602817135085407,Mango,75.0,2013-07-17,2013-07-23,80.0
mehnaz,-6840582954423772625,Grapes,255.0,2013-07-17,2013-07-23,260.0
rampayari,2968148604061203207,Jack Fruit,19.0,2013-07-17,2013-07-23,20.0
pinky,-788253433629545359,Papaya,65.0,2013-07-17,2013-07-23,70.0
rahu,2957258461367610484,Tomato Big,67.5,2013-07-18,2013-07-24,70.0
preetam,-2213805873980470021,Tomato Small,42.5,2013-07-18,2013-07-24,45.0
guldasta,-7906434419713185929,Potato Red,23.5,2013-07-18,2013-07-24,24.0
pramal,-2691605640747198609,Potato White,19.5,2013-07-18,2013-07-24,20.0
preetam,-2213805873980470021,Carrot,47.5,2013-07-18,2013-07-24,50.0
rahu,2957258461367610484,Brinjal Long,30.0,2013-07-18,2013-07-24,32.0
pushpa,6250299447907893656,Okara,26.0,2013-07-18,2013-07-24,28.0
rahu,2957258461367610484,Apple,135.0,2013-07-18,2013-07-24,140.0
rahu,2957258461367610484,Banana,55.0,2013-07-18,2013-07-24,60.0
vijayanta,4365782647811874623,Lime,350.0,2013-07-18,2013-07-24,400.0
jasmen,-936895894803863828,Mango,75.0,2013-07-18,2013-07-24,80.0
aamina,-3709490872329022915,Grapes,255.0,2013-07-18,2013-07-24,260.0
haneef,5040385076877893978,Jack Fruit,17.5,2013-07-18,2013-07-24,20.0
jasmen,-936895894803863828,Papaya,75.0,2013-07-18,2013-07-24,80.0
shanta,2960310750304784655,Tomato Big,57.5,2013-07-19,2013-07-25,60.0
mehtab,-7306772913005020966,Tomato Small,38.0,2013-07-19,2013-07-25,40.0
monish,-2881186788928815126,Potato Red,23.5,2013-07-19,2013-07-25,24.0
ramotar,-2173245710817273785,Potato White,18.5,2013-07-19,2013-07-25,19.0
nakched,-4960447786618205247,Carrot,37.5,2013-07-19,2013-07-25,40.0
fakir,1247089047928546332,Brinjal Long,27.5,2013-07-19,2013-07-25,30.0
pramal,-2691605640747198609,Okara,20.0,2013-07-19,2013-07-25,22.0
pramal,-2691605640747198609,Apple,135.0,2013-07-19,2013-07-25,140.0
ramotar,-2173245710817273785,Banana,55.0,2013-07-19,2013-07-25,60.0
raisuddin,-1894351938747062086,Lime,350.0,2013-07-19,2013-07-25,400.0
mehtab,-7306772913005020966,Mango,65.0,2013-07-19,2013-07-25,70.0
ramotar,-2173245710817273785,Grapes,275.0,2013-07-19,2013-07-25,300.0
monish,-2881186788928815126,Jack Fruit,16.5,2013-07-19,2013-07-25,18.0
aamina,-3709490872329022915,Papaya,75.0,2013-07-19,2013-07-25,80.0
santo,4612333139155000023,Tomato Big,52.5,2013-07-21,2013-07-27,55.0
monish,-2881186788928815126,Tomato Small,30.0,2013-07-21,2013-07-27,32.0
rajbir,-5254222139817084366,Potato Red,24.5,2013-07-21,2013-07-27,25.0
vijayanta,4365782647811874623,Potato White,19.5,2013-07-21,2013-07-27,20.0
haneef,5040385076877893978,Carrot,51.5,2013-07-21,2013-07-27,53.0
vijayanta,4365782647811874623,Brinjal Long,22.5,2013-07-21,2013-07-27,25.0
vijayanta,4365782647811874623,Okara,19.0,2013-07-21,2013-07-27,20.0
pramal,-2691605640747198609,Apple,115.0,2013-07-21,2013-07-27,120.0
aamina,-3709490872329022915,Banana,55.0,2013-07-21,2013-07-27,60.0
pramal,-2691605640747198609,Lime,350.0,2013-07-21,2013-07-27,400.0
shanta,2960310750304784655,Mango,55.0,2013-07-21,2013-07-27,60.0
guldasta,-7906434419713185929,Grapes,275.0,2013-07-21,2013-07-27,300.0
pinky,-788253433629545359,Jack Fruit,16.5,2013-07-21,2013-07-27,18.0
sawan,-6149529968967915582,Papaya,67.5,2013-07-21,2013-07-27,70.0
monish,-2881186788928815126,Tomato Big,57.5,2013-07-22,2013-07-28,60.0
preetam,-2213805873980470021,Tomato Small,30.0,2013-07-22,2013-07-28,32.0
mehtab,-7306772913005020966,Potato Red,23.5,2013-07-22,2013-07-28,24.0
guldasta,-7906434419713185929,Potato White,19.5,2013-07-22,2013-07-28,20.0
sawan,-6149529968967915582,Carrot,47.5,2013-07-22,2013-07-28,50.0
pinky,-788253433629545359,Brinjal Long,22.5,2013-07-22,2013-07-28,25.0
sanjeev,2699564478308651307,Okara,19.0,2013-07-22,2013-07-28,20.0
santo,4612333139155000023,Apple,125.0,2013-07-22,2013-07-28,130.0
monish,-2881186788928815126,Banana,55.0,2013-07-22,2013-07-28,60.0
preetam,-2213805873980470021,Lime,350.0,2013-07-22,2013-07-28,400.0
mehtab,-7306772913005020966,Mango,65.0,2013-07-22,2013-07-28,70.0
mercy,-5690939918981728182,Grapes,275.0,2013-07-22,2013-07-28,300.0
mercy,-5690939918981728182,Jack Fruit,16.5,2013-07-22,2013-07-28,18.0
vijayanta,4365782647811874623,Papaya,62.5,2013-07-22,2013-07-28,65.0
pushpa,6250299447907893656,Tomato Big,57.5,2013-07-23,2013-07-29,60.0
anushka,-3763883785994142627,Tomato Small,32.5,2013-07-23,2013-07-29,35.0
pushpa,6250299447907893656,Potato Red,23.5,2013-07-23,2013-07-29,24.0
ramotar,-2173245710817273785,Potato White,18.5,2013-07-23,2013-07-29,19.0
divy,830602817135085407,Carrot,47.5,2013-07-23,2013-07-29,50.0
jasmen,-936895894803863828,Brinjal Long,27.5,2013-07-23,2013-07-29,30.0
rajbir,-5254222139817084366,Okara,19.0,2013-07-23,2013-07-29,20.0
preetam,-2213805873980470021,Apple,105.0,2013-07-23,2013-07-29,110.0
pushpa,6250299447907893656,Banana,55.0,2013-07-23,2013-07-29,60.0
monish,-2881186788928815126,Lime,350.0,2013-07-23,2013-07-29,400.0
patik,2723030288162985091,Mango,65.0,2013-07-23,2013-07-29,70.0
pinky,-788253433629545359,Jack Fruit,16.5,2013-07-23,2013-07-29,18.0
sawan,-6149529968967915582,Papaya,62.5,2013-07-23,2013-07-29,65.0
jasmen,-936895894803863828,Tomato Big,52.5,2013-07-24,2013-07-30,55.0
patik,2723030288162985091,Tomato Small,34.0,2013-07-24,2013-07-30,36.0
mehtab,-7306772913005020966,Potato Red,23.5,2013-07-24,2013-07-30,24.0
patik,2723030288162985091,Potato White,18.5,2013-07-24,2013-07-30,19.0
ramotar,-2173245710817273785,Carrot,52.5,2013-07-24,2013-07-30,55.0
gulnaz,495265023589704168,Brinjal Long,27.5,2013-07-24,2013-07-30,30.0
shanta,2960310750304784655,Okara,22.0,2013-07-24,2013-07-30,24.0
jagdiesh,4105505874232099421,Apple,105.0,2013-07-24,2013-07-30,110.0
preetam,-2213805873980470021,Banana,55.0,2013-07-24,2013-07-30,60.0
rahu,2957258461367610484,Lime,350.0,2013-07-24,2013-07-30,400.0
rampayari,2968148604061203207,Mango,55.0,2013-07-24,2013-07-30,60.0
gulnaz,495265023589704168,Jack Fruit,16.5,2013-07-24,2013-07-30,18.0
rajbir,-5254222139817084366,Papaya,62.5,2013-07-24,2013-07-30,65.0
anushka,-3763883785994142627,Tomato Big,52.5,2013-07-25,2013-07-31,55.0
rahu,2957258461367610484,Tomato Small,42.5,2013-07-25,2013-07-31,45.0
sawan,-6149529968967915582,Potato Red,23.5,2013-07-25,2013-07-31,24.0
ramotar,-2173245710817273785,Potato White,18.5,2013-07-25,2013-07-31,19.0
pramal,-2691605640747198609,Carrot,52.5,2013-07-25,2013-07-31,55.0
haneef,5040385076877893978,Brinjal Long,27.5,2013-07-25,2013-07-31,30.0
pramal,-2691605640747198609,Okara,20.0,2013-07-25,2013-07-31,22.0
patik,2723030288162985091,Apple,105.0,2013-07-25,2013-07-31,110.0
divy,830602817135085407,Banana,55.0,2013-07-25,2013-07-31,60.0
vijayanta,4365782647811874623,Lime,350.0,2013-07-25,2013-07-31,400.0
sawan,-6149529968967915582,Mango,55.0,2013-07-25,2013-07-31,60.0
patik,2723030288162985091,Jack Fruit,16.5,2013-07-25,2013-07-31,18.0
fakir,1247089047928546332,Tomato Big,47.5,2013-07-26,2013-08-01,50.0
aamina,-3709490872329022915,Tomato Small,42.5,2013-07-26,2013-08-01,45.0
preetam,-2213805873980470021,Potato Red,23.5,2013-07-26,2013-08-01,24.0
rampayari,2968148604061203207,Potato White,18.5,2013-07-26,2013-08-01,19.0
vijayanta,4365782647811874623,Carrot,52.5,2013-07-26,2013-08-01,55.0
patik,2723030288162985091,Brinjal Long,29.0,2013-07-26,2013-08-01,30.0
rampayari,2968148604061203207,Okara,22.0,2013-07-26,2013-08-01,24.0
monish,-2881186788928815126,Apple,105.0,2013-07-26,2013-08-01,110.0
sawan,-6149529968967915582,Banana,55.0,2013-07-26,2013-08-01,60.0
pramal,-2691605640747198609,Lime,350.0,2013-07-26,2013-08-01,400.0
vijayanta,4365782647811874623,Mango,55.0,2013-07-26,2013-08-01,60.0
preetam,-2213805873980470021,Jack Fruit,16.5,2013-07-26,2013-08-01,18.0
raisuddin,-1894351938747062086,Papaya,65.0,2013-07-26,2013-08-01,70.0
ramotar,-2173245710817273785,Tomato Big,45.0,2013-07-28,2013-08-03,50.0
haneef,5040385076877893978,Tomato Small,42.5,2013-07-28,2013-08-03,45.0
jasmen,-936895894803863828,Potato Red,23.5,2013-07-28,2013-08-03,24.0
pushpa,6250299447907893656,Potato White,20.5,2013-07-28,2013-08-03,21.0
anushka,-3763883785994142627,Carrot,52.5,2013-07-28,2013-08-03,55.0
preetam,-2213805873980470021,Brinjal Long,27.5,2013-07-28,2013-08-03,30.0
pushpa,6250299447907893656,Okara,22.0,2013-07-28,2013-08-03,24.0
patik,2723030288162985091,Apple,105.0,2013-07-28,2013-08-03,110.0
ramotar,-2173245710817273785,Banana,55.0,2013-07-28,2013-08-03,60.0
patik,2723030288162985091,Lime,350.0,2013-07-28,2013-08-03,400.0
rajbir,-5254222139817084366,Mango,55.0,2013-07-28,2013-08-03,60.0
mercy,-5690939918981728182,Jack Fruit,72.5,2013-07-28,2013-08-03,130.0
anushka,-3763883785994142627,Papaya,62.5,2013-07-28,2013-08-03,65.0
vijayanta,4365782647811874623,Tomato Big,52.5,2013-07-29,2013-08-04,55.0
mercy,-5690939918981728182,Tomato Small,44.0,2013-07-29,2013-08-04,46.0
preetam,-2213805873980470021,Potato Red,23.5,2013-07-29,2013-08-04,24.0
pramal,-2691605640747198609,Potato White,20.5,2013-07-29,2013-08-04,21.0
ramotar,-2173245710817273785,Carrot,47.5,2013-07-29,2013-08-04,50.0
nakched,-4960447786618205247,Brinjal Long,25.0,2013-07-29,2013-08-04,26.0
guldasta,-7906434419713185929,Okara,22.5,2013-07-29,2013-08-04,25.0
pushpa,6250299447907893656,Apple,105.0,2013-07-29,2013-08-04,110.0
pinky,-788253433629545359,Banana,55.0,2013-07-29,2013-08-04,60.0
vijayanta,4365782647811874623,Lime,350.0,2013-07-29,2013-08-04,400.0
pushpa,6250299447907893656,Mango,65.0,2013-07-29,2013-08-04,70.0
rahu,2957258461367610484,Papaya,62.5,2013-07-29,2013-08-04,65.0
pinky,-788253433629545359,Tomato Big,52.5,2013-07-30,2013-08-05,55.0
shanta,2960310750304784655,Tomato Small,40.0,2013-07-30,2013-08-05,42.0
rajbir,-5254222139817084366,Potato Red,23.5,2013-07-30,2013-08-05,24.0
mehtab,-7306772913005020966,Potato White,20.5,2013-07-30,2013-08-05,21.0
patik,2723030288162985091,Carrot,47.5,2013-07-30,2013-08-05,50.0
rahu,2957258461367610484,Brinjal Long,22.5,2013-07-30,2013-08-05,25.0
aamina,-3709490872329022915,Okara,22.0,2013-07-30,2013-08-05,24.0
mehtab,-7306772913005020966,Apple,105.0,2013-07-30,2013-08-05,110.0
rajbir,-5254222139817084366,Banana,55.0,2013-07-30,2013-08-05,60.0
patik,2723030288162985091,Lime,350.0,2013-07-30,2013-08-05,400.0
pinky,-788253433629545359,Mango,65.0,2013-07-30,2013-08-05,70.0
monish,-2881186788928815126,Jack Fruit,16.5,2013-07-30,2013-08-05,18.0
fakir,1247089047928546332,Papaya,62.5,2013-07-30,2013-08-05,65.0
mehnaz,-6840582954423772625,Tomato Big,42.5,2013-07-31,2013-08-06,45.0
mehtab,-7306772913005020966,Tomato Small,37.5,2013-07-31,2013-08-06,40.0
vijayanta,4365782647811874623,Potato Red,23.5,2013-07-31,2013-08-06,24.0
patik,2723030288162985091,Potato White,20.5,2013-07-31,2013-08-06,21.0
rajbir,-5254222139817084366,Carrot,47.5,2013-07-31,2013-08-06,50.0
santo,4612333139155000023,Brinjal Long,22.5,2013-07-31,2013-08-06,25.0
mehnaz,-6840582954423772625,Okara,26.0,2013-07-31,2013-08-06,28.0
aamina,-3709490872329022915,Apple,105.0,2013-07-31,2013-08-06,110.0
monish,-2881186788928815126,Banana,55.0,2013-07-31,2013-08-06,60.0
shanta,2960310750304784655,Lime,350.0,2013-07-31,2013-08-06,400.0
aamina,-3709490872329022915,Mango,65.0,2013-07-31,2013-08-06,70.0
pinky,-788253433629545359,Jack Fruit,16.5,2013-07-31,2013-08-06,18.0
vijayanta,4365782647811874623,Papaya,62.5,2013-07-31,2013-08-06,65.0
pushpa,6250299447907893656,Tomato Big,50.0,2013-08-01,2013-08-07,55.0
ramotar,-2173245710817273785,Tomato Small,36.0,2013-08-01,2013-08-07,38.0
rahu,2957258461367610484,Potato Red,23.5,2013-08-01,2013-08-07,24.0
pushpa,6250299447907893656,Potato White,20.5,2013-08-01,2013-08-07,21.0
mercy,-5690939918981728182,Carrot,47.5,2013-08-01,2013-08-07,50.0
preetam,-2213805873980470021,Brinjal Long,26.0,2013-08-01,2013-08-07,28.0
rampayari,2968148604061203207,Okara,24.0,2013-08-01,2013-08-07,26.0
pramal,-2691605640747198609,Apple,105.0,2013-08-01,2013-08-07,110.0
guldasta,-7906434419713185929,Banana,55.0,2013-08-01,2013-08-07,60.0
divy,830602817135085407,Lime,350.0,2013-08-01,2013-08-07,400.0
anushka,-3763883785994142627,Mango,75.0,2013-08-01,2013-08-07,80.0
ramotar,-2173245710817273785,Jack Fruit,16.5,2013-08-01,2013-08-07,18.0
santo,4612333139155000023,Papaya,62.5,2013-08-01,2013-08-07,65.0
rajbir,-5254222139817084366,Tomato Big,47.5,2013-08-02,2013-08-08,50.0
pushpa,6250299447907893656,Tomato Small,30.0,2013-08-02,2013-08-08,35.0
divy,830602817135085407,Potato Red,23.5,2013-08-02,2013-08-08,24.0
pinky,-788253433629545359,Potato White,20.5,2013-08-02,2013-08-08,21.0
santo,4612333139155000023,Carrot,47.5,2013-08-02,2013-08-08,50.0
nakched,-4960447786618205247,Brinjal Long,27.5,2013-08-02,2013-08-08,30.0
shefali,-2298907791602927432,Okara,27.0,2013-08-02,2013-08-08,28.0
vijayanta,4365782647811874623,Apple,105.0,2013-08-02,2013-08-08,110.0
anushka,-3763883785994142627,Banana,55.0,2013-08-02,2013-08-08,60.0
preetam,-2213805873980470021,Lime,350.0,2013-08-02,2013-08-08,400.0
haneef,5040385076877893978,Mango,65.0,2013-08-02,2013-08-08,70.0
monish,-2881186788928815126,Jack Fruit,16.5,2013-08-02,2013-08-08,18.0
nakched,-4960447786618205247,Papaya,62.5,2013-08-02,2013-08-08,65.0
aamina,-3709490872329022915,Tomato Big,42.5,2013-08-04,2013-08-10,45.0
gulnaz,495265023589704168,Tomato Small,27.5,2013-08-04,2013-08-10,30.0
monish,-2881186788928815126,Potato Red,27.5,2013-08-04,2013-08-10,28.0
fakir,1247089047928546332,Potato White,20.5,2013-08-04,2013-08-10,21.0
santo,4612333139155000023,Carrot,47.5,2013-08-04,2013-08-10,50.0
aamina,-3709490872329022915,Brinjal Long,27.5,2013-08-04,2013-08-10,30.0
jagdiesh,4105505874232099421,Okara,26.0,2013-08-04,2013-08-10,28.0
monish,-2881186788928815126,Apple,105.0,2013-08-04,2013-08-10,110.0
sanjeev,2699564478308651307,Banana,55.0,2013-08-04,2013-08-10,60.0
haneef,5040385076877893978,Lime,350.0,2013-08-04,2013-08-10,400.0
fakir,1247089047928546332,Mango,75.0,2013-08-04,2013-08-10,80.0
rajbir,-5254222139817084366,Jack Fruit,16.5,2013-08-04,2013-08-10,18.0
preetam,-2213805873980470021,Papaya,62.5,2013-08-04,2013-08-10,65.0
rajbir,-5254222139817084366,Tomato Big,37.5,2013-08-05,2013-08-11,40.0
pinky,-788253433629545359,Tomato Small,27.5,2013-08-05,2013-08-11,30.0
jagdiesh,4105505874232099421,Potato Red,26.5,2013-08-05,2013-08-11,27.0
patik,2723030288162985091,Potato White,22.5,2013-08-05,2013-08-11,23.0
divy,830602817135085407,Carrot,47.5,2013-08-05,2013-08-11,50.0
haneef,5040385076877893978,Brinjal Long,22.5,2013-08-05,2013-08-11,25.0
guldasta,-7906434419713185929,Okara,32.5,2013-08-05,2013-08-11,35.0
fakir,1247089047928546332,Apple,95.0,2013-08-05,2013-08-11,100.0
vijayanta,4365782647811874623,Banana,55.0,2013-08-05,2013-08-11,60.0
mehtab,-7306772913005020966,Lime,350.0,2013-08-05,2013-08-11,400.0
aamina,-3709490872329022915,Mango,85.0,2013-08-05,2013-08-11,90.0
jasmen,-936895894803863828,Jack Fruit,16.5,2013-08-05,2013-08-11,18.0
patik,2723030288162985091,Papaya,62.5,2013-08-05,2013-08-11,65.0
santo,4612333139155000023,Tomato Big,37.5,2013-08-06,2013-08-12,40.0
aamina,-3709490872329022915,Tomato Small,31.0,2013-08-06,2013-08-12,34.0
raisuddin,-1894351938747062086,Potato Red,26.5,2013-08-06,2013-08-12,27.0
divy,830602817135085407,Potato White,22.5,2013-08-06,2013-08-12,23.0
raisuddin,-1894351938747062086,Carrot,47.5,2013-08-06,2013-08-12,50.0
divy,830602817135085407,Brinjal Long,27.5,2013-08-06,2013-08-12,30.0
jasmen,-936895894803863828,Okara,42.5,2013-08-06,2013-08-12,45.0
pinky,-788253433629545359,Apple,95.0,2013-08-06,2013-08-12,100.0
raisuddin,-1894351938747062086,Banana,55.0,2013-08-06,2013-08-12,60.0
aamina,-3709490872329022915,Lime,350.0,2013-08-06,2013-08-12,400.0
divy,830602817135085407,Mango,75.0,2013-08-06,2013-08-12,80.0
mehtab,-7306772913005020966,Papaya,62.5,2013-08-06,2013-08-12,65.0
mehtab,-7306772913005020966,Tomato Big,35.0,2013-08-07,2013-08-13,36.0
guldasta,-7906434419713185929,Tomato Small,27.5,2013-08-07,2013-08-13,30.0
shanta,2960310750304784655,Potato Red,26.5,2013-08-07,2013-08-13,27.0
rampayari,2968148604061203207,Potato White,23.5,2013-08-07,2013-08-13,24.0
ramotar,-2173245710817273785,Carrot,47.5,2013-08-07,2013-08-13,50.0
rajbir,-5254222139817084366,Brinjal Long,27.5,2013-08-07,2013-08-13,30.0
fakir,1247089047928546332,Okara,42.5,2013-08-07,2013-08-13,45.0
mehnaz,-6840582954423772625,Apple,105.0,2013-08-07,2013-08-13,110.0
sanjeev,2699564478308651307,Banana,55.0,2013-08-07,2013-08-13,60.0
anushka,-3763883785994142627,Lime,350.0,2013-08-07,2013-08-13,400.0
nakched,-4960447786618205247,Mango,95.0,2013-08-07,2013-08-13,100.0
pushpa,6250299447907893656,Jack Fruit,17.5,2013-08-07,2013-08-13,20.0
anushka,-3763883785994142627,Papaya,57.5,2013-08-07,2013-08-13,60.0
mehtab,-7306772913005020966,Tomato Big,32.5,2013-08-08,2013-08-14,35.0
guldasta,-7906434419713185929,Tomato Small,22.5,2013-08-08,2013-08-14,25.0
patik,2723030288162985091,Potato Red,26.0,2013-08-08,2013-08-14,27.0
vijayanta,4365782647811874623,Potato White,22.5,2013-08-08,2013-08-14,23.0
raisuddin,-1894351938747062086,Carrot,55.0,2013-08-08,2013-08-14,60.0
nakched,-4960447786618205247,Brinjal Long,27.5,2013-08-08,2013-08-14,30.0
preetam,-2213805873980470021,Okara,47.5,2013-08-08,2013-08-14,50.0
divy,830602817135085407,Apple,95.0,2013-08-08,2013-08-14,100.0
pushpa,6250299447907893656,Banana,55.0,2013-08-08,2013-08-14,60.0
anushka,-3763883785994142627,Lime,350.0,2013-08-08,2013-08-14,400.0
jasmen,-936895894803863828,Mango,95.0,2013-08-08,2013-08-14,100.0
pramal,-2691605640747198609,Jack Fruit,16.5,2013-08-08,2013-08-14,18.0
nakched,-4960447786618205247,Papaya,57.5,2013-08-08,2013-08-14,60.0
haneef,5040385076877893978,Tomato Big,19.0,2013-08-12,2013-08-18,20.0
raisuddin,-1894351938747062086,Tomato Small,26.0,2013-08-12,2013-08-18,28.0
pushpa,6250299447907893656,Potato Red,25.5,2013-08-12,2013-08-18,26.0
haneef,5040385076877893978,Potato White,24.0,2013-08-12,2013-08-18,24.0
aamina,-3709490872329022915,Carrot,42.5,2013-08-12,2013-08-18,45.0
anushka,-3763883785994142627,Raddish Red,19.0,2013-08-12,2013-08-18,20.0
rajbir,-5254222139817084366,Brinjal Long,22.0,2013-08-12,2013-08-18,24.0
rajbir,-5254222139817084366,Okara,27.5,2013-08-12,2013-08-18,30.0
vijayanta,4365782647811874623,Lime,250.0,2013-08-12,2013-08-18,300.0
pramal,-2691605640747198609,Tomato Big,32.5,2013-08-13,2013-08-19,35.0
raisuddin,-1894351938747062086,Tomato Small,27.5,2013-08-13,2013-08-19,30.0
pramal,-2691605640747198609,Potato Red,27.5,2013-08-13,2013-08-19,28.0
pushpa,6250299447907893656,Potato White,23.5,2013-08-13,2013-08-19,24.0
mercy,-5690939918981728182,Carrot,52.5,2013-08-13,2013-08-19,55.0
haneef,5040385076877893978,Brinjal Long,27.5,2013-08-13,2013-08-19,30.0
monish,-2881186788928815126,Okara,42.5,2013-08-13,2013-08-19,45.0
guldasta,-7906434419713185929,Apple,105.0,2013-08-13,2013-08-19,110.0
sawan,-6149529968967915582,Banana,45.0,2013-08-13,2013-08-19,50.0
vijayanta,4365782647811874623,Lime,350.0,2013-08-13,2013-08-19,400.0
raisuddin,-1894351938747062086,Mango,105.0,2013-08-13,2013-08-19,110.0
fakir,1247089047928546332,Jack Fruit,16.5,2013-08-13,2013-08-19,18.0
fakir,1247089047928546332,Papaya,57.5,2013-08-13,2013-08-19,60.0
santo,4612333139155000023,Tomato Big,37.5,2013-08-14,2013-08-20,40.0
sawan,-6149529968967915582,Tomato Small,27.5,2013-08-14,2013-08-20,30.0
monish,-2881186788928815126,Potato Red,27.5,2013-08-14,2013-08-20,28.0
pinky,-788253433629545359,Potato White,23.5,2013-08-14,2013-08-20,24.0
shefali,-2298907791602927432,Carrot,52.5,2013-08-14,2013-08-20,55.0
rajbir,-5254222139817084366,Brinjal Long,27.5,2013-08-14,2013-08-20,30.0
aamina,-3709490872329022915,Okara,42.0,2013-08-14,2013-08-20,44.0
divy,830602817135085407,Apple,105.0,2013-08-14,2013-08-20,110.0
sanjeev,2699564478308651307,Banana,55.0,2013-08-14,2013-08-20,60.0
mehnaz,-6840582954423772625,Lime,350.0,2013-08-14,2013-08-20,400.0
preetam,-2213805873980470021,Mango,115.0,2013-08-14,2013-08-20,120.0
rajbir,-5254222139817084366,Jack Fruit,16.5,2013-08-14,2013-08-20,18.0
guldasta,-7906434419713185929,Papaya,57.5,2013-08-14,2013-08-20,60.0
pinky,-788253433629545359,Tomato Big,37.5,2013-08-15,2013-08-21,40.0
mehtab,-7306772913005020966,Tomato Small,28.5,2013-08-15,2013-08-21,32.0
haneef,5040385076877893978,Potato Red,27.5,2013-08-15,2013-08-21,28.0
aamina,-3709490872329022915,Potato White,23.5,2013-08-15,2013-08-21,24.0
rajbir,-5254222139817084366,Carrot,52.5,2013-08-15,2013-08-21,55.0
jagdiesh,4105505874232099421,Brinjal Long,32.5,2013-08-15,2013-08-21,35.0
shefali,-2298907791602927432,Okara,52.5,2013-08-15,2013-08-21,55.0
guldasta,-7906434419713185929,Apple,95.0,2013-08-15,2013-08-21,100.0
guldasta,-7906434419713185929,Banana,55.0,2013-08-15,2013-08-21,60.0
vijayanta,4365782647811874623,Lime,350.0,2013-08-15,2013-08-21,400.0
sawan,-6149529968967915582,Mango,115.0,2013-08-15,2013-08-21,120.0
ramotar,-2173245710817273785,Jack Fruit,16.5,2013-08-15,2013-08-21,18.0
raisuddin,-1894351938747062086,Papaya,57.5,2013-08-15,2013-08-21,60.0
pramal,-2691605640747198609,Tomato Big,57.5,2013-08-16,2013-08-22,60.0
